dataset,fsn,saa,azimuth,length,width,num_pixels,charge
2014b,4609813,True,137.652,15.959,2.856,40,142706.328
2014b,4609813,True,5.066,13.961,8.840,30,31833.662
2014b,4609813,True,149.033,16.140,4.433,32,48545.000
2014b,4609813,True,128.269,18.218,4.623,43,109444.992
2014b,4609813,True,144.229,12.633,4.838,45,212679.750
2014b,4609813,True,151.545,23.239,4.017,59,103555.250
2014b,4609813,True,145.033,19.885,2.082,39,72324.164
2014b,4609813,True,168.632,18.502,1.429,30,145091.000
2014b,4609813,True,131.586,21.537,2.092,35,46953.664
2014b,4609813,True,176.162,23.286,1.720,28,103248.406
2014b,4609813,True,138.661,17.369,3.781,42,176829.406
2014b,4609813,True,143.592,23.174,3.837,38,106790.180
2014b,4609813,True,151.498,22.112,3.580,37,42086.832
2014b,4609813,True,161.481,14.335,2.507,29,45786.746
2014b,4609813,True,56.189,13.086,4.614,26,48390.668
2014b,4609813,True,154.402,19.852,3.836,36,59699.918
2014b,4609813,True,146.583,36.745,2.639,88,823829.500
2014b,4609813,True,110.687,21.379,3.698,34,102641.750
2014b,4609813,True,157.324,17.871,3.607,47,175931.422
2014b,4609813,True,150.196,11.996,2.588,26,74950.914
2014b,4609813,True,163.433,17.619,3.020,27,33808.664
2014b,4609813,True,131.886,18.486,8.133,74,228180.891
2014b,4609813,True,158.203,16.737,2.933,34,56857.750
2014b,4609813,True,159.841,10.986,3.009,24,80451.250
2014b,4609813,True,152.248,26.016,3.769,46,77504.672
2014b,4609813,True,158.745,10.196,3.652,29,106304.414
2014b,4609813,True,8.393,17.212,2.885,22,24721.332
2014b,4609813,True,164.266,20.118,7.614,53,76025.328
2014b,4609813,True,165.134,14.039,2.900,26,50479.500
2014b,4609813,True,150.664,15.315,5.461,37,69483.672
2014b,4609813,True,0.000,11.566,0.000,13,34625.086
2014b,4609813,True,159.738,18.926,1.853,25,82358.250
2014b,4609813,True,177.465,10.941,5.194,30,87795.914
2014b,4609813,True,150.805,14.396,3.908,39,70933.086
2014b,4609813,True,155.757,17.932,1.634,37,140017.500
2014b,4609813,True,150.493,18.811,6.318,39,71372.914
2014b,4609813,True,91.737,14.173,11.314,44,82792.844
2014b,4609813,True,172.535,10.725,3.510,33,121780.094
2014b,4609813,True,176.401,13.970,3.916,32,83172.250
2014b,4609813,True,20.019,16.349,8.550,56,124399.422
2014b,4609813,True,176.373,9.105,3.184,34,204380.312
2014b,4609813,True,151.313,30.391,4.941,63,113763.766
2014b,4609813,True,172.612,12.066,1.580,20,38224.336
2014b,4609813,True,144.888,18.293,5.006,45,76242.336
2014b,4609813,True,159.783,29.441,5.230,59,110325.000
2014b,4609813,True,163.501,54.229,1.492,65,397515.844
2014b,4609813,True,167.990,14.172,4.156,33,83234.750
2014b,4609813,True,12.392,16.245,3.912,28,42484.668
2014b,4609813,True,166.907,18.771,5.133,48,189088.422
2014b,4609813,True,168.588,47.450,2.168,91,160251.344
2014b,4609813,True,31.480,12.449,7.754,33,97165.164
2014b,4609813,True,163.306,14.522,1.451,24,67319.328
2014b,4609813,True,169.352,14.169,3.232,21,35430.500
2014b,4609813,True,14.286,10.774,3.417,29,39046.746
2014b,4609813,True,113.643,13.692,4.957,33,51723.750
2014b,4609813,True,171.185,13.686,3.611,32,81941.172
2014b,4609813,True,150.733,14.294,1.398,23,45926.000
2014b,4609813,True,163.914,67.176,3.026,158,603143.750
2014b,4609813,True,160.721,12.327,1.486,24,138015.500
2014b,4609813,True,148.864,15.587,3.085,26,48853.414
2014b,4609813,True,174.074,12.628,1.404,24,111768.500
2014b,4609813,True,129.609,15.681,4.136,21,22699.832
2014b,4609813,True,8.415,13.601,5.817,41,117663.016
2014b,4609813,True,152.111,15.973,3.845,29,52504.336
2014b,4609813,True,151.610,26.378,1.942,41,169935.578
2014b,4609813,True,156.184,15.483,2.609,25,89430.672
2014b,4609813,True,161.851,12.692,2.493,22,58608.336
2014b,4609813,True,153.146,16.236,5.749,34,54071.664
2014b,4609813,True,167.801,14.170,3.313,25,49271.918
2014b,4609813,True,161.254,36.425,2.596,87,120847.172
2014b,4609813,True,157.849,18.837,3.058,33,38658.922
2014b,4609813,True,84.171,14.547,9.156,42,107231.906
2014b,4609813,True,163.440,13.958,2.087,37,491602.875
2014b,4609816,True,115.880,15.749,5.366,31,68435.086
2014b,4609816,True,134.740,17.643,2.631,30,69829.758
2014b,4609816,True,174.323,13.692,1.942,19,36464.918
2014b,4609816,True,163.700,53.245,2.593,95,566929.188
2014b,4609816,True,153.606,15.418,1.228,22,37338.168
2014b,4609816,True,179.317,14.989,3.363,17,41438.168
2014b,4609816,True,161.579,21.673,4.551,47,114031.250
2014b,4609816,True,108.545,11.869,4.145,37,155843.984
2014b,4609816,True,157.411,20.812,3.792,33,54549.246
2014b,4609816,True,150.226,14.137,2.727,24,70664.422
2014b,4609816,True,164.186,42.238,4.234,86,322479.000
2014b,4609816,True,57.918,11.765,4.113,48,171792.766
2014b,4609816,True,163.502,12.533,2.736,27,99794.328
2014b,4609816,True,145.387,16.986,2.276,25,46765.504
2014b,4609816,True,162.840,11.616,7.068,42,131901.594
2014b,4609816,True,176.489,7.131,1.664,21,66407.836
2014b,4609816,True,179.938,21.245,3.449,33,55148.496
2014b,4609816,True,37.024,11.284,5.364,38,111681.000
2014b,4609816,True,168.200,10.765,1.124,17,40500.586
2014b,4609816,True,165.435,110.235,4.291,237,797498.000
2014b,4609816,True,160.733,17.030,4.626,35,90357.078
2014b,4609816,True,140.330,26.055,6.742,58,79157.414
2014b,4609816,True,76.400,12.155,10.484,55,130358.578
2014b,4609816,True,164.555,14.196,2.076,21,49416.414
2014b,4609816,True,161.410,14.421,3.087,39,271450.000
2014b,4609816,True,155.868,17.183,3.662,36,56021.664
2014b,4609816,True,154.034,18.688,1.456,30,95399.750
2014b,4609816,True,17.900,12.915,7.225,36,82322.922
2014b,4609816,True,173.999,15.596,1.979,19,45036.918
2014b,4609816,True,168.315,14.368,3.267,30,76547.992
2014b,4609816,True,157.442,13.969,2.871,32,76424.586
2014b,4609816,True,160.340,12.412,1.642,29,239640.609
2014b,4609816,True,145.787,12.866,3.107,26,86754.414
2014b,4609816,True,109.347,16.526,6.950,44,102516.406
2014b,4609816,True,164.913,12.490,4.596,28,70885.000
2014b,4609816,True,165.183,14.365,2.244,25,69007.672
2014b,4609816,True,160.597,13.701,2.737,21,53088.082
2014b,4609816,True,168.374,12.695,6.497,41,163694.172
2014b,4609816,True,141.726,15.171,2.233,23,25074.416
2014b,4609816,True,169.474,8.742,1.227,21,171893.828
2014b,4609816,True,156.744,24.495,9.056,67,172467.000
2014b,4609816,True,142.965,14.153,4.623,31,102460.242
2014b,4609816,True,119.238,16.654,5.734,34,56971.000
2014b,4609816,True,4.134,30.496,7.181,57,98282.586
2014b,4609816,True,147.351,17.681,2.196,25,54419.660
2014b,4609816,True,24.646,14.075,4.446,27,94668.758
2014b,4609816,True,157.057,34.564,4.180,63,141098.828
2014b,4609816,True,88.314,16.010,4.372,30,80549.586
2014b,4609816,True,0.832,20.539,3.041,30,34236.496
2014b,4609816,True,19.513,14.123,3.750,25,53172.586
2014b,4609816,True,156.831,18.713,5.809,64,159475.828
2014b,4609816,True,154.781,25.958,5.678,48,62993.836
2014b,4609816,True,3.178,14.808,3.759,33,77783.500
2014b,4609816,True,178.580,28.062,6.101,34,108444.586
2014b,4609816,True,137.813,17.452,3.650,33,55553.500
2014b,4609816,True,164.080,16.334,4.504,38,73187.000
2014b,4609816,True,167.376,13.993,3.127,38,63298.250
2014b,4609816,True,29.367,21.092,1.616,52,1213057.250
2014b,4609816,True,170.623,10.914,2.360,22,31616.336
2014b,4609816,True,158.230,12.416,2.091,19,67260.750
2014b,4609816,True,162.579,24.526,2.349,47,118628.938
2014b,4609816,True,146.987,34.660,5.420,63,146741.000
2014b,4609816,True,151.634,12.774,4.734,34,75009.422
2014b,4609816,True,151.986,14.366,2.012,24,69733.836
2014b,4609816,True,156.451,13.204,2.005,22,35526.500
2014b,4609816,True,153.626,12.471,1.858,21,27492.252
2014b,4609816,True,158.866,23.961,1.832,41,102599.836
2014b,4609816,True,168.944,14.305,1.689,22,38132.500
2014b,4609816,True,102.966,16.938,5.620,48,108567.914
2014b,4609816,True,154.000,13.117,1.264,21,44123.164
2014b,4609816,True,37.140,8.892,3.801,27,72615.758
2014b,4609816,True,155.958,11.434,2.963,24,69212.000
2014b,4609816,True,95.435,14.968,2.213,19,18866.250
2014b,4609816,True,170.655,18.934,5.564,42,138555.156
2014b,4609816,True,11.800,8.040,2.974,27,99920.500
2014b,4609816,True,150.854,36.912,4.028,107,301747.062
2014b,4609816,True,90.966,11.665,1.029,18,223221.812
2014b,4609816,True,149.677,20.933,6.107,43,64985.000
2014b,4609816,True,158.214,16.616,1.475,25,91034.586
2014b,4609816,True,153.393,18.142,9.820,65,155702.094
2014b,4609816,True,170.441,13.808,6.605,43,84990.414
2014b,4609816,True,146.863,14.316,5.693,48,95462.664
2014b,4609816,True,57.199,25.581,3.226,37,46261.496
2014b,4609816,True,0.000,14.002,0.000,14,163417.594
2014b,4609816,True,153.068,12.925,2.364,25,54116.004
2014b,4609816,True,146.987,20.216,2.844,53,214461.000
2014b,4609816,True,170.193,15.086,2.709,34,100141.906
2014b,4609816,True,156.029,20.188,2.459,29,72884.578
2014b,4609816,True,13.237,20.806,5.282,40,129104.594
2014b,4609816,True,40.530,14.276,2.085,29,60621.750
2014b,4609816,True,174.213,13.154,4.111,32,67072.086
2014b,4609816,True,72.561,11.653,6.012,26,26796.168
2014b,4609816,True,165.160,15.738,4.971,34,61945.418
2014b,4609816,True,88.291,16.145,7.627,32,43225.582
2014b,4609816,True,7.090,16.149,6.066,42,83315.406
2014b,4609816,True,170.888,14.917,1.576,25,55261.672
2014b,4609816,True,151.394,19.944,3.195,47,80896.000
2014b,4609816,True,0.296,21.959,6.351,47,107010.328
2014b,4609816,True,177.844,15.440,3.061,20,29720.748
2014b,4609816,True,67.735,13.352,4.839,26,62414.168
2014b,4609816,True,84.070,15.629,5.316,38,169942.656
2014b,4609816,True,47.260,12.326,3.291,25,27973.166
2014b,4609816,True,9.096,11.165,4.154,26,152902.656
2014b,4609816,True,154.382,14.307,1.687,27,98963.922
2014b,4609816,True,151.849,30.833,4.394,49,82273.000
2014b,4609816,True,148.613,15.286,1.539,21,44945.078
2014b,4609816,True,161.185,26.470,2.266,34,36059.664
2014b,4609816,True,109.299,13.649,4.580,40,136409.906
2014b,4609816,True,3.801,13.706,2.833,33,98429.000
2014b,4609816,True,176.072,12.676,3.731,29,82065.672
2014b,4609816,True,169.896,13.691,4.955,40,110138.250
2014b,4609816,True,160.683,10.605,1.441,24,87266.172
2014b,4609816,True,167.688,10.289,1.222,20,65993.250
2014b,4609816,True,4.176,19.023,5.150,38,59018.500
2014b,4609816,True,110.169,13.966,5.829,40,92522.086
2014b,4609816,True,166.255,13.020,3.708,36,92381.414
2014b,4609816,True,165.318,16.528,5.610,35,131806.828
2014b,4609816,True,173.986,27.517,2.890,49,119054.906
2014b,4609816,True,166.717,18.373,4.656,49,132395.594
2014b,4609816,True,37.177,14.610,6.790,42,107910.164
2014b,4609816,True,3.343,12.325,4.122,42,220344.328
2014b,4609816,True,164.686,20.852,3.088,44,84813.078
2014b,4609816,True,54.897,13.332,10.953,58,224838.656
2014b,4609816,True,156.368,13.033,4.996,34,76021.586
2014b,4609816,True,161.859,13.860,2.984,22,78408.922
2014b,4609819,True,168.665,15.875,1.530,22,73165.914
2014b,4609819,True,103.104,13.597,10.218,57,228980.000
2014b,4609819,True,150.166,15.737,4.656,31,79132.922
2014b,4609819,True,166.779,42.306,3.560,67,160138.516
2014b,4609819,True,155.377,24.606,2.195,35,84886.836
2014b,4609819,True,14.256,10.669,5.228,37,79661.828
2014b,4609819,True,115.358,15.527,5.693,32,66778.664
2014b,4609819,True,147.181,12.842,4.757,26,59176.418
2014b,4609819,True,157.718,14.430,2.547,26,41625.418
2014b,4609819,True,169.156,13.123,2.896,27,107918.828
2014b,4609819,True,168.837,12.767,5.862,24,73604.250
2014b,4609819,True,155.138,14.090,2.897,31,112429.008
2014b,4609819,True,16.835,13.667,4.365,32,79835.750
2014b,4609819,True,4.174,22.109,4.686,51,103283.750
2014b,4609819,True,170.417,10.881,4.435,22,30317.164
2014b,4609819,True,152.583,15.040,2.415,30,62773.418
2014b,4609819,True,166.394,24.880,1.817,30,105018.250
2014b,4609819,True,88.083,13.280,1.709,20,51532.172
2014b,4609819,True,179.617,18.131,2.670,34,111811.578
2014b,4609819,True,145.052,18.667,3.278,32,80237.578
2014b,4609819,True,169.587,16.820,5.010,34,79908.414
2014b,4609819,True,156.087,16.118,3.550,28,70589.836
2014b,4609819,True,158.139,21.291,4.070,46,148510.156
2014b,4609819,True,158.517,13.029,3.129,29,86825.750
2014b,4609819,True,167.224,16.426,1.437,26,65393.754
2014b,4609819,True,139.407,22.297,2.897,49,181765.094
2014b,4609819,True,135.736,65.681,3.371,149,446997.938
2014b,4609819,True,166.616,21.893,6.242,89,207843.906
2014b,4609819,True,172.545,20.207,4.528,43,70107.828
2014b,4609819,True,152.736,15.303,6.642,48,72844.164
2014b,4609819,True,167.744,15.711,3.410,35,106719.094
2014b,4609819,True,0.317,11.780,2.018,25,178292.750
2014b,4609819,True,22.230,12.496,5.602,27,23659.750
2014b,4609819,True,153.305,17.746,1.469,26,63776.086
2014b,4609819,True,171.219,20.976,3.987,46,245392.828
2014b,4609819,True,40.100,16.496,4.091,33,103276.750
2014b,4609819,True,165.391,10.316,2.092,29,200908.344
2014b,4609819,True,158.862,15.816,3.206,35,156350.094
2014b,4609819,True,170.045,13.442,2.366,32,104346.328
2014b,4609819,True,106.563,11.837,8.362,36,78986.000
2014b,4609819,True,164.265,22.161,8.651,87,215006.000
2014b,4609819,True,178.444,25.423,7.983,66,94548.422
2014b,4609819,True,155.950,14.111,4.781,37,95171.500
2014b,4609819,True,157.471,15.302,3.277,36,123133.336
2014b,4609819,True,150.725,12.892,4.755,48,132080.156
2014b,4609819,True,115.682,17.811,4.855,38,75768.250
2014b,4609819,True,154.260,13.108,3.793,36,176109.312
2014b,4609819,True,167.276,13.887,4.284,32,200574.656
2014b,4609819,True,155.940,17.702,4.171,35,86152.250
2014b,4609819,True,2.131,13.926,4.210,26,38571.332
2014b,4609819,True,1.796,13.958,2.092,24,100089.258
2014b,4609819,True,142.387,16.340,5.928,46,167870.594
2014b,4609819,True,178.625,15.228,4.616,39,128525.234
2014b,4609819,True,175.551,13.386,2.007,20,36173.082
2014b,4609819,True,3.120,10.727,3.759,33,56037.422
2014b,4609819,True,154.355,19.703,5.662,48,119785.664
2014b,4609819,True,0.000,12.523,0.000,13,92711.500
2014b,4609819,True,155.314,22.295,1.889,28,42370.914
2014b,4609819,True,158.769,15.733,5.204,30,71108.172
2014b,4609819,True,2.581,13.124,4.906,40,213705.516
2014b,4609819,True,159.195,11.505,2.914,21,34134.168
2014b,4609819,True,162.659,16.703,4.901,36,73836.172
2014b,4609819,True,156.802,18.534,5.110,44,70206.172
2014b,4609819,True,171.602,25.138,2.163,32,88094.422
2014b,4609819,True,163.400,13.903,4.993,24,65164.914
2014b,4609819,True,175.405,21.884,4.286,42,71375.000
2014b,4609819,True,175.671,11.354,5.520,29,68755.242
2014b,4609819,True,7.735,12.322,3.090,25,51067.836
2014b,4609819,True,24.171,12.243,6.796,33,64809.504
2014b,4609819,True,145.305,18.681,2.126,24,34070.586
2014b,4609819,True,161.038,13.959,1.977,25,63851.004
2014b,4609819,True,167.372,65.751,8.081,149,280429.688
2014b,4609819,True,153.818,35.906,2.197,51,133319.844
2014b,4609819,True,163.145,14.573,4.037,35,182310.156
2014b,4609819,True,147.622,15.089,3.711,41,112888.570
2014b,4609819,True,169.145,15.750,5.104,43,73092.914
2014b,4609819,True,171.947,10.460,3.459,24,61862.078
2014b,4609819,True,14.170,23.414,6.718,48,87625.250
2014b,4609819,True,6.824,16.714,2.011,24,122063.328
2014b,4609819,True,6.032,28.050,2.379,53,253934.281
2014b,4609819,True,162.697,16.072,1.433,31,76868.672
2014b,4609819,True,151.684,20.318,3.357,38,149345.750
2014b,4609819,True,1.571,12.735,3.826,32,70964.422
2014b,4609819,True,167.582,55.920,2.795,97,163469.000
2014b,4609819,True,3.070,19.747,2.267,23,35819.828
2014b,4609819,True,142.678,14.632,4.573,27,80803.164
2014b,4609819,True,158.891,14.635,1.452,23,46982.828
2014b,4609819,True,166.027,13.145,1.277,18,48481.000
2014b,4609819,True,18.368,11.823,2.638,30,80563.844
2014b,4609819,True,163.503,11.596,3.377,27,42858.336
2014b,4609819,True,76.482,15.076,1.521,25,63831.914
2014b,4609819,True,85.253,16.881,4.460,31,55806.492
2014b,4609819,True,151.740,31.916,6.984,73,113437.750
2014b,4609819,True,175.118,9.274,6.300,25,102848.422
2014b,4609819,True,153.263,17.580,6.422,47,107904.578
2014b,4609819,True,178.401,42.051,4.073,64,173662.828
2014b,4609819,True,149.123,18.661,4.089,39,153626.750
2014b,4609819,True,21.813,9.967,5.996,33,89234.328
2014b,4609819,True,8.922,16.760,1.262,21,36118.500
2014b,4609819,True,168.899,20.864,2.216,33,62839.418
2014b,4609819,True,39.764,17.172,8.773,68,155353.172
2014b,4609819,True,172.818,19.668,7.116,62,423815.688
2014b,4609819,True,160.361,26.094,6.225,61,119844.492
2014b,4609819,True,170.083,26.929,8.585,74,124575.344
2014b,4609819,True,170.565,25.552,6.224,56,121306.242
2014b,4609819,True,152.183,13.096,5.357,32,91157.922
2014b,4609819,True,16.172,15.657,4.638,31,104423.234
2014b,4609819,True,172.521,30.197,4.692,54,116700.258
2014b,4609819,True,157.564,12.852,1.568,29,251043.469
2014b,4609819,True,145.331,13.160,7.860,52,128583.328
2014b,4609819,True,172.125,13.994,1.746,18,41171.586
2014b,4609819,True,170.649,19.590,1.568,27,60582.082
2014b,4609819,True,0.122,14.659,2.069,28,56321.664
2014b,4609819,True,18.864,18.846,6.023,38,100071.578
2014b,4609819,True,170.348,12.296,1.781,19,21771.166
2014b,4609819,True,177.133,12.840,3.946,27,78089.000
2014b,4609819,True,154.129,21.992,1.272,30,109499.422
2014b,4609819,True,164.067,17.664,1.207,23,27205.166
2014b,4609819,True,146.275,15.208,1.406,25,62707.164
2014b,4609822,True,168.394,15.515,2.513,18,33481.086
2014b,4609822,True,23.304,13.150,3.747,32,51072.414
2014b,4609822,True,141.399,26.127,2.182,52,642584.562
2014b,4609822,True,159.363,60.872,1.465,103,659204.312
2014b,4609822,True,158.944,53.955,2.319,141,792693.188
2014b,4609822,True,154.183,11.033,3.745,32,126046.000
2014b,4609822,True,162.181,33.551,3.526,57,88495.000
2014b,4609822,True,2.491,10.404,1.900,18,71415.414
2014b,4609822,True,173.918,15.474,1.564,30,119350.922
2014b,4609822,True,14.799,15.255,4.267,41,130741.922
2014b,4609822,True,70.571,23.167,13.788,81,187025.750
2014b,4609822,True,6.919,12.923,5.916,35,102745.000
2014b,4609822,True,1.655,11.436,6.396,35,138658.156
2014b,4609822,True,156.668,21.607,2.311,34,78972.008
2014b,4609822,True,19.103,28.706,2.469,49,123580.156
2014b,4609822,True,153.986,17.910,5.973,38,70709.172
2014b,4609822,True,52.870,18.010,5.838,30,52437.336
2014b,4609822,True,167.417,21.812,3.501,42,96429.422
2014b,4609822,True,156.626,17.538,1.267,26,64324.508
2014b,4609822,True,159.796,27.445,5.721,50,94854.500
2014b,4609822,True,9.782,13.238,2.386,36,279325.656
2014b,4609822,True,179.793,21.522,3.328,37,153208.828
2014b,4609822,True,121.209,19.939,5.071,40,103013.750
2014b,4609822,True,161.915,30.565,3.490,63,107652.672
2014b,4609822,True,153.212,15.848,6.197,38,94985.156
2014b,4609822,True,169.870,17.905,5.176,58,111538.008
2014b,4609822,True,149.033,23.137,4.334,33,73703.422
2014b,4609822,True,139.626,21.010,3.775,45,96976.750
2014b,4609822,True,173.191,21.382,4.220,52,140308.750
2014b,4609822,True,7.676,10.851,4.892,29,49405.586
2014b,4609822,True,5.833,11.509,5.547,39,182990.750
2014b,4609822,True,5.312,19.850,5.853,38,186567.406
